,epoch,reward
174,175,3.92181396484375
175,176,4.0474853515625
176,177,3.473907470703125
177,178,3.0101318359375
178,179,4.2337646484375
179,180,4.0127410888671875
180,181,3.72845458984375
181,182,4.2724609375
182,183,3.860137939453125
183,184,3.443572998046875
184,185,3.71826171875
185,186,3.43231201171875
186,187,3.8455810546875
187,188,3.733856201171875
188,189,3.4976806640625
189,190,3.2645263671875
190,191,3.478515625
191,192,3.82586669921875
192,193,3.769287109375
193,194,3.9566650390625
194,195,3.93133544921875
195,196,3.6630859375
196,197,4.0450439453125
197,198,2.923614501953125
198,199,3.677825927734375
199,200,3.76141357421875
200,201,3.93914794921875
201,202,3.503326416015625
202,203,3.368438720703125
203,204,3.5673828125
204,205,3.6159210205078125
205,206,3.014373779296875
206,207,4.253662109375
207,208,3.5531005859375
208,209,3.7889404296875
209,210,3.79345703125
210,211,3.55859375
211,212,3.7929534912109375
212,213,3.465576171875
213,214,3.1730098724365234
214,215,2.683990478515625
215,216,4.1912841796875
216,217,3.6333541870117188
217,218,3.685089111328125
218,219,3.2984619140625
219,220,3.220916748046875
220,221,3.92877197265625
221,222,3.3842239379882812
222,223,3.66461181640625
223,224,2.798583984375
224,225,2.8707122802734375
225,226,4.021240234375
226,227,3.4985809326171875
227,228,3.47332763671875
228,229,3.62164306640625
229,230,3.06903076171875
230,231,4.08721923828125
231,232,3.7681884765625
232,233,4.28082275390625
233,234,3.989013671875
234,235,3.799528121948242
235,236,3.8028564453125
236,237,3.7864990234375
237,238,3.17181396484375
238,239,4.01220703125
239,240,4.095947265625
240,241,3.12750244140625
241,242,4.12884521484375
242,243,3.82562255859375
243,244,3.74798583984375
244,245,3.784423828125
245,246,3.2113037109375
246,247,3.258392333984375
247,248,3.56842041015625
248,249,4.0621337890625
249,250,3.4293212890625
250,251,3.997589111328125
